"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SMU1__1580",-0.705902478744083,24.9719446345076,-4.86421270723202,0.000154926963745463,0.00165407317175303,0.473106262342216
"UBA6__162",0.952929384114576,24.8877815846691,4.85511875178315,0.000157884403816277,0.00167442189166341,0.453972093239082
"CRYZ__1396",0.475753060566866,25.679937868254,4.85364079107208,0.000158370481947962,0.00167442189166341,0.450861752686462
"SLC25A24__1625",0.653380366498205,24.9978443411797,4.8488239868777,0.000159965310766973,0.00168311326980902,0.440723657525885
"SNRNP200__571",-0.505859791694991,25.8797533535399,-4.83284217505374,0.000165375571521823,0.00173167305180062,0.407072880924473
"MBOAT7__1830",2.08709777857713,24.0466850685591,4.79385166526584,0.000179374474706459,0.00186927084167783,0.324891483220557
"RNH1__791",0.482724893078,26.2648240075446,4.78571251643376,0.000182446464849776,0.00189223047829911,0.307721578608561
"PLD3__1676",0.524333441323009,25.6626191200222,4.75770037889422,0.000193436565791098,0.0019879133467028,0.248590581451259
"ACP1__900",-0.290980198803876,26.6077959213753,-4.75754955988296,0.000193497534206149,0.0019879133467028,0.248272058680291
"ACAT2__1899",-0.843198192373297,24.7831085887656,-4.75513525648308,0.000194476192056928,0.0019885875413145,0.243172933688783
"PFN1__705",0.406520944436668,30.8935855751325,4.73967417246563,0.000200864571699181,0.00204431325776082,0.210508269863098
"BAX__1393",0.541330120933793,25.7901771329336,4.72676198010927,0.00020636392443478,0.00207153491031815,0.183215396009827
"FLNC__1487",1.48026165385674,26.903163607532,4.72674770040569,0.000206370090631571,0.00207153491031815,0.183185205974897
"PPP1R18__101",1.36677196864695,24.8338091208242,4.72634002679981,0.000206546209826689,0.00207153491031815,0.182323299569387
"CAD__308",-0.337648640601749,25.3844777291901,-4.72449842948179,0.000207343714623212,0.00207153491031815,0.178429633993536
"SMC3__2107",-0.68647492789043,24.8934988299637,-4.72143490775366,0.000208677351231606,0.00207509641564029,0.171951935006464
"HGS__467",0.500312714053621,25.2805374480646,4.71931416909823,0.000209605698549524,0.00207509641564029,0.167467324674359
