"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KDELC2__1659",0.399715743359721,24.0796716406719,3.59589580261375,0.0022965911270586,0.0129208991945337,-2.22936949986157
"CPSF3__2085",-1.27707829082244,24.3226936320895,-3.59531170806805,0.0022994759347638,0.0129208991945337,-2.23061142320115
"TP53I3__1593",0.415462298682289,25.7990459275682,3.59484274852099,0.00230179471417772,0.0129208991945337,-2.23160852506752
"MYO6__60",1.07336560428832,23.7795356934474,3.58568124709847,0.00234756477408628,0.0131439487865293,-2.2510846110462
"CDC37__1566",0.294532570757248,29.715954300891,3.58390435088078,0.0023565465508254,0.0131604061223019,-2.25486135724544
"DNMT1__915",-1.87577139519628,25.3797892267335,-3.58068861649631,0.00237288853392576,0.0132177780738882,-2.26169573959873
"PLAUR__1373",2.19633098035936,23.9923713066129,3.57155703148619,0.00241991288943096,0.0134242753064056,-2.28109894872613
"NEK9__1720",-0.544598984697657,23.4277686497758,-3.57110078955012,0.00242228659110074,0.0134242753064056,-2.28206823175475
"RPS6KA3__1147",0.6502203462992,23.4156490081232,3.56079155972017,0.00247654584873163,0.0136692283158766,-2.30396597887522
"IPO5__435",-0.335791373267032,26.2781342153836,-3.56032344043075,0.00247903819319158,0.0136692283158766,-2.3049601169096
"HIST1H1E__750",-0.64838633542378,30.8874047987798,-3.55722071773957,0.00249562091569707,0.0137259150363339,-2.31154890101099
"DAK;TKFC__1586",-0.938297212610209,23.5751793690641,-3.54986171203928,0.00253539499068336,0.0138285634774132,-2.32717315040245
"BCCIP__2042",-2.74250270244002,24.9733650165786,-3.54985802839769,0.00253541505742183,0.0138285634774132,-2.32718097026243
"CEBPZ__1374",-0.387895678081549,24.5417843542395,-3.54919215121731,0.00253904504253156,0.0138285634774132,-2.32859451772256
"HADH__97",-0.661570331634451,25.4905533729828,-3.54907557555325,0.00253968107941472,0.0138285634774132,-2.32884198507304
"GNAI1__1304",0.528739365553481,24.9809497162215,3.54453396925987,0.0025645840308281,0.0139293367060938,-2.33848209779644
"SF3B1__568",-0.266075690642342,26.8655692964702,-3.53354673386669,0.00262584089087879,0.0142265707968508,-2.36179706796874
"NIT2__1985",0.202031950362485,24.9714036624866,3.5172683909954,0.00271928546722506,0.0146962872149285,-2.39632172627025
"TBL1XR1__1915",-0.446485537044051,24.5012814870688,-3.51391429039563,0.00273894689484349,0.014765906774676,-2.40343267745076
"H2AFX;HIST1H2AA__816",-2.28882445789118,24.72739878068,-3.50665288603501,0.00278199859823386,0.0149460128777901,-2.4188241344738
"LDHA__638",-0.337954328404781,29.2688552748985,-3.5059703778863,0.00278607953552929,0.0149460128777901,-2.42027056351366
"CAPN1__701",1.24619219095732,26.4995898188379,3.504106186796,0.00279725651590204,0.0149691024364488,-2.4242211099407
"PCBP2__1536",-0.279176074459976,28.9117476726795,-3.50045994314107,0.00281924712750092,0.0150204636485744,-2.43194726479787
"DDX42__1674",-0.223188805944751,25.0140510164268,-3.50022875505524,0.00282064721408032,0.0150204636485744,-2.43243709834889
"EIF2A__1908",-0.313256482932257,25.7613018722056,-3.49874484552143,0.00282965032697155,0.0150316546637659,-2.43558104465115
"PCNA__777",-0.237962739728083,27.5793749025498,-3.49492508373756,0.00285295713497356,0.0151185903648964,-2.44367305075882
"TMPO__1045",-0.395110071969491,26.1079187165291,-3.49129821193702,0.00287526368683663,0.0151998162862383,-2.45135523298486
"S100A6__686",1.73420748876129,28.5644646395187,3.48965179045996,0.00288544692472203,0.0152104131605811,-2.4548421794781
"SET;SETSIP__78",-0.360472676266621,28.6375793435367,-3.48871846055814,0.00289123555944929,0.0152104131605811,-2.45681876578368
"PCNP__1735",-0.246760682008542,26.3350180317241,-3.48631759027681,0.00290617918740387,0.0152521886028087,-2.46190291875124
"SCAMP1__477",-0.367867015469617,25.4768632940262,-3.47987890562474,0.00294663542805598,0.0154273364478508,-2.47553509274262
"SCAMP3__462",0.408191713485721,26.127064489125,3.47396424852683,0.00298429221213713,0.0155599784705548,-2.48805444252555
"RAP1B;RAP1A__1240",0.538471966957349,26.3358666282504,3.47365745093146,0.00298625849434891,0.0155599784705548,-2.4887037423927
"CNN3__1543",0.443394666714617,27.6918793114808,3.46521339500137,0.00304088522860999,0.0158067972026553,-2.50657112052333
"GTF3C1__1410",-0.685842819373221,23.1376070285931,-3.44993688836071,0.00314224775800011,0.0162947990879149,-2.53887860547476
"XRN2__1927",-0.308969917509256,25.5200089748837,-3.44194586976991,0.0031965993532491,0.0165372764640773,-2.55576939277858
"PBRM1__1666",-1.80684728832265,23.8686349301528,-3.43831118810256,0.00322162882474006,0.016627269147592,-2.56345001424358
"CD2BP2__619",-1.32832454507051,24.2181961403622,-3.43217743521322,0.00326430959074813,0.0168077217225755,-2.57640855463341
"CBR1__817",0.250814082942519,26.5132101848992,3.42404713309639,0.00332174916136686,0.0170631360223043,-2.59357927145733
"ACTN1__785",0.559114146676766,27.5846408953278,3.42172477811091,0.00333833970020014,0.017108009098908,-2.59848270860427
"PRCC__1758",-0.454281993293453,24.33173630079,-3.42007216980328,0.00335019571930469,0.0171284654381352,-2.6019716997635
"TCOF1__1447",0.279966723238267,25.5873080464196,3.41553365895872,0.003382970894392,0.0172555283559386,-2.61155196238928
"ANP32B__1757",-0.443013624610618,26.7639149165499,-3.41283982641312,0.00340257482061317,0.0173149718675128,-2.61723731217677
"RPN2__665",0.498604458137869,26.2101526802943,3.39726420364663,0.00351815297598102,0.0178613920319036,-2.65009472873781
"MYH10__997",-0.347312561193181,27.5890201316157,-3.39320496202726,0.00354890845455659,0.0179583742986292,-2.65865359566259
"TTC1__1852",0.317006431387064,25.2663954558021,3.39256962519587,0.00355374624550468,0.0179583742986292,-2.65999303461463
"EPHA2__942",1.10589813182429,23.7890611890406,3.38509919349854,0.00361112270043504,0.0182060769480267,-2.67573914406908
"RNASEH2A__574",-0.528443826763237,23.7130187351546,-3.37643573906075,0.00367881253142111,0.0185045119940766,-2.69399217159311
"PRKCSH__402",0.428747033370524,28.1758945533283,3.37479582294031,0.00369176640311501,0.0185268830091809,-2.69744636582474
"PLCG1__854",-0.322201370148818,23.898951969718,-3.36423683301404,0.00377626173520763,0.0189073518604189,-2.71967972593499
"CHD4__86",-1.12954487994708,25.6263439057913,-3.35940781817018,0.0038155400710508,0.0190601978778639,-2.72984360992553
"TXNRD1__10",0.500683661520622,25.479805018185,3.35546132372985,0.0038479402958406,0.019149283266514,-2.73814800212806
"ALYREF__1670",-0.37932769597246,27.7904382089815,-3.35509545507407,0.0038509577918885,0.019149283266514,-2.73891778769883
"APMAP__1972",0.422065890619383,26.2175819110934,3.34332587605266,0.00394928675080211,0.0195754715556534,-2.76367252281102
"DBNL__2079",0.243808952856671,26.7368364516384,3.34269338068806,0.00395464071831381,0.0195754715556534,-2.76500237403065
"LAMP1__767",2.76043855724464,25.3496383752093,3.33837593208235,0.00399137951546494,0.0197125274029085,-2.77407873462151
"IQGAP1__1075",0.47443647713084,25.9495060267226,3.33544422848591,0.00401651877225985,0.0197918051719049,-2.78024063462319
"MYH9__996",0.628170170466305,28.7542461371433,3.32613182334816,0.00409741577148273,0.0201448567726622,-2.7998066747192
"APEH__798",0.248881318552399,25.0916363291902,3.32388258129846,0.00411719532599349,0.0201965122072384,-2.8045309047362
"ARHGAP17__1619",0.267053239921356,24.4439694306348,3.31822433193958,0.00416737171678899,0.0203967092116099,-2.81641253056299
"CAT__654",-1.53385777344255,24.2437238284399,-3.31546361653711,0.00419207223736061,0.0204715994012812,-2.82220824724175
"ZYX__1558",0.684239534013798,27.2630610547926,3.30839499817295,0.00425597774269017,0.0207371801422353,-2.8370434148764
"TOP2B__1370",-0.446647009639744,25.0204178154008,-3.29963911318472,0.00433647356138157,0.0210822308408238,-2.85541092528301
"RAVER1__36",-0.806563332524661,23.9156444731214,-3.29826352888784,0.00434925576189063,0.0210972807336254,-2.8582956417611
"TJP2__116",-0.860309957136977,24.4308347487086,-3.29491039038291,0.00438056993358551,0.0212019584785539,-2.86532643349088
"ITGB5__842",0.808497655718359,23.1857967277464,3.29259836786523,0.00440229097659564,0.0212598442284375,-2.87017338627588
"DNAJB1__907",0.3002014020988,25.1243342744119,3.29004518640395,0.00442640127423183,0.0213214574041959,-2.87552509936303
"CCT6A__1028",-0.200953005439356,27.8904353118388,-3.28880788965389,0.00443813222524879,0.0213214574041959,-2.87811828572864
"USP10__1501",-0.386140424541356,23.7519952653189,-3.28814627522816,0.00444441765909318,0.0213214574041959,-2.87950484700161
"TRA2B__1300",-0.300634651883886,27.1032339842801,-3.28544896223626,0.00447013362148266,0.0213640603825921,-2.88515707617912
"TCEA1__126",-0.307774971746181,25.2464296385306,-3.28515801801128,0.00447291622335262,0.0213640603825921,-2.88576669368857
"TMOD1__935",-1.15751807043907,24.6295411649661,-3.28137789138019,0.00450922533533102,0.0214903561933281,-2.89368620419751
"SERPINH1__1128",0.371308895549095,27.9062727222791,3.2754503351274,0.00456674775722107,0.0216945510856291,-2.90610084298523
"PREP__1082",-0.764370855345803,25.2496783867152,-3.27491358104923,0.00457199217093836,0.0216945510856291,-2.90722478595299
"KARS__1518",-0.192958263432313,26.3656585706511,-3.27384367303666,0.00458246356237406,0.0216969687801102,-2.90946501810561
"GBA__104",1.57866490963434,24.5236351526017,3.26377475897762,0.00468217661075371,0.0221209992586152,-2.93054029766382
"PLOD3__532",0.35890196810848,25.282218700792,3.25643288454099,0.00475623019534511,0.0224111226305729,-2.94589889077736
"EIF2S2__862",0.222614190060792,25.8707508553493,3.2539658190752,0.00478137256158778,0.0224111226305729,-2.95105812057651
"GCN1L1__1753",-0.252003904047889,24.8187884965527,-3.25337713416567,0.00478739131294413,0.0224111226305729,-2.9522890783196
"UBQLN2__2069",-1.4036087631701,23.6201383850341,-3.25325067721807,0.00478868519125661,0.0224111226305729,-2.95255349730254
"NUMA1__1508",-0.498160250993308,28.1205529254328,-3.2503579845593,0.00481837690231009,0.0224111226305729,-2.95860145346505
"PABPN1__1665",-0.27811294499487,26.4258279591788,-3.24911874653771,0.00483115239462707,0.0224111226305729,-2.96119205885613
"IPO9__1831",-1.2491696606045,24.7927577491364,-3.24886924772084,0.00483372855193673,0.0224111226305729,-2.96171360582417
"LMNA__652",0.539095544142409,28.4666629719036,3.2485220438281,0.00483731580038819,0.0224111226305729,-2.9624393789009
"NONO__1531",-0.236106927947549,28.4798275992515,-3.24812811142989,0.00484138901805697,0.0224111226305729,-2.96326280987151
"NUDT21__516",-0.393752687392499,26.5038221284209,-3.24763597153165,0.00484648244214868,0.0224111226305729,-2.96429149198199
"RPS29__142",0.621952049377846,28.2326467251111,3.24330011408128,0.00489158550849601,0.0225717653336956,-2.9733529314827
"VDAC2__1061",0.177906714077658,28.03406019773,3.23989080113208,0.00492734071766852,0.022624105067253,-2.98047613889273
"ATP1B3__1187",1.41091041100687,24.7779537373325,3.23929386188847,0.00493362757253953,0.022624105067253,-2.98172317745551
"RAD50__1766",-0.776339375589856,24.2857098130098,-3.23924990163065,0.00493409086636601,0.022624105067253,-2.98181501082695
"BLVRA__1167",0.225570989601529,26.3405110676598,3.2343002357279,0.00498653015885178,0.0228165182478554,-2.99215314802735
"HIST1H4A__1280",-0.481010193139376,32.9748749023651,-3.22283408637539,0.00511012723952804,0.0233330338106752,-3.01608844849866
"PNP__645",0.74038039851548,26.0235669223366,3.22055543930965,0.00513504651439103,0.0233977642433968,-3.02084279676271
"TFRC__653",0.338386792224451,25.8418182909145,3.21843628180031,0.00515832900425573,0.0234547819859478,-3.02526369223035
"MESDC2__1502",0.391448750815162,25.6059672972474,3.21634096238062,0.00518145179865925,0.0235108375364163,-3.02963421000656
"SMARCD2__215",-0.558302681719674,23.6343133121341,-3.20957557276557,0.00525680991379248,0.023764986876612,-3.04374136240933
"OGDH__98",1.24480858653138,24.6195430902055,3.2093549525524,0.00525928543366713,0.023764986876612,-3.04420128421545
"CBX5__1062",-0.621196492302619,26.8983255958872,-3.18996847583686,0.00548135572484819,0.0247171692934148,-3.08458726548761
"NECAP2__2009",1.66524011196644,24.7923137270743,3.18318391047445,0.00556123111732409,0.0250255400279584,-3.09870737910488
"CKMT1A;CKMT1B__784",-0.624026757355779,25.4252893054179,-3.18066255284164,0.00559120615701676,0.0251085505360464,-3.10395304451814
"CLPTM1__635",1.3644676680654,25.0314353754482,3.17881017558754,0.00561332923552692,0.0251560310184725,-3.1078062720144
"CKAP5__1470",-0.335353805455338,25.4744211088622,-3.17655500976176,0.0056403790492148,0.025225350244743,-3.11249663931832
"MSH2__1056",-1.02140897679934,24.8269362644332,-3.17269500364941,0.00568697598021733,0.025381626403511,-3.12052295877967
"XPO7__2074",-0.715182114464337,24.2698569850008,-3.16509945372694,0.00577977492024532,0.025743046577289,-3.13630994186589
"ABCB1__714",1.49070857207411,23.788364655005,3.15349711707898,0.00592440649885124,0.0263333823561184,-3.16040708908203
"CUL4B__396",0.254925136484879,24.1548225004039,3.15232345862644,0.00593923352223653,0.0263455205935461,-3.16284347924752
"FAM129B__1841",0.493152912406018,24.0220966993147,3.14978105798789,0.00597147719056571,0.0264347100021385,-3.16812046660016
"HSPA13__1088",0.626546406934146,23.4200785040988,3.14772983783314,0.00599761677186651,0.0264573672460884,-3.17237719731882
"EFTUD2__1516",-0.290080975431945,25.9759109223483,-3.14710229915007,0.0060056361902387,0.0264573672460884,-3.17367934038355
"METAP2__1133",0.429895450617288,25.4737726774807,3.14652381880069,0.00601303801047463,0.0264573672460884,-3.17487963042018
"SLC9A3R1__458",-0.268122678151855,25.0125919921048,-3.14494284756757,0.00603331270991095,0.0264930546011815,-3.17815971167547
"PTK7__1439",-0.87071444119303,26.0980966575799,-3.14203839390473,0.00607073509177668,0.0266037445269409,-3.18418458787376
"HNRNPH1__330",-0.313941716279881,28.9963095979301,-3.12243587459241,0.00632932901982353,0.0276812823397101,-3.22481064503376
"TXN__752",0.337043783205338,28.5027647601589,3.11897045556571,0.00637615529661921,0.0278301928577889,-3.23198598574014
"HNRNPK__1251",-0.266706498377381,29.5428976445232,-3.11791720378865,0.0063904545111724,0.027836819850667,-3.23416639732185
"SGTA__514",-0.197911214111635,26.0811639751286,-3.11588964231432,0.00641806980120041,0.0278818658526685,-3.23836326476419
"UBE2K__1232",-0.23119475591087,25.5436185997715,-3.11527978979996,0.00642639883289237,0.0278818658526685,-3.23962546663275
"ST13;ST13P5;ST13P4__1130",-0.236937711164039,26.7104840646203,-3.10877926442493,0.00651584067057255,0.0282137196431551,-3.2530755375757
"XRCC1__852",-0.628159068788005,23.5832530393981,-3.10509920329183,0.00656701509229717,0.0283788866488556,-3.260686630984
"RFC2__993",-1.13458456943387,23.8514232008168,-3.10390553933295,0.00658369848071473,0.0283946441405875,-3.26315486008551
"TKT__945",0.223272755590369,28.0119211318924,3.1013276719532,0.00661987021302027,0.0284855276511361,-3.26848446627351
"PRKDC__1333",-0.358676597253133,26.6186439531538,-3.1005423227753,0.00663092861300551,0.0284855276511361,-3.27010790468013
"YARS__1183",-0.380136392345737,25.5318717287039,-3.09915111249532,0.00665056252053678,0.0285136322238762,-3.27298348756703
"FARSB__1999",-0.214065329790664,24.9822068307027,-3.09797895975818,0.0066671491180313,0.0285285869922832,-3.2754060235546
"TIMMDC1__1979",0.756185479157907,23.4749613976165,3.09529284315581,0.00670531215310878,0.028635627195041,-3.2809566224577
"HIST1H2BB;HIST2H2BE;HIST1H2BO;HIST1H2BJ;HIST3H2BB__693",-0.415617693356246,30.1612202147592,-3.0831908995738,0.00687992142140826,0.029323813807881,-3.30594831492214
"SMARCC2__1714",-0.245730881298893,25.9784800659253,-3.0801223978265,0.00692489736254212,0.0294578641711264,-3.31228092683282
"DNTTIP2__1605",-0.697642042615634,23.5482308897788,-3.0740151981556,0.0070152706806963,0.0297841316619036,-3.32487960670921
"TSR1__1578",-0.384670396652592,24.4253201867225,-3.07148733874422,0.0070530144479309,0.0298861195867578,-3.33009241256731
"PRDX5__950",0.211252228113072,27.6650452922971,3.0680859915364,0.00710411414638254,0.0300441953608178,-3.3371046423398
"EIF4G2__1328",0.174062140767244,25.1624716774905,3.06684595563414,0.00712283364027707,0.0300649838537277,-3.3396605802674
"SRSF6__1436",-0.31015509424893,27.6429232225677,-3.06448976051411,0.00715853567446207,0.0301572353945423,-3.34451634912426
"DPYSL5__1865",-0.677619708549361,32.1466485406967,-3.05586194552057,0.00729076835328922,0.0306250117106812,-3.36228828359588
"GMPS__1121",-0.419449205535294,25.1857498077188,-3.05541418999231,0.00729769562802734,0.0306250117106812,-3.36321021362682
"TUBB3__1452",0.316465018917068,28.7702388787907,3.05390386326695,0.00732110956861942,0.0306641858470252,-3.36631970646178
"BCAP31__1143",0.676105927151699,27.4120118382308,3.0507590933893,0.00737009755109338,0.0308101198968932,-3.37279286321858
"HYOU1__2147",0.441374791485593,26.8048042849321,3.04903946848374,0.00739702059667085,0.0308634307654198,-3.37633173784832
"DDX46__83",-0.258872319855108,25.6764474753852,-3.04575797100647,0.00744866395274637,0.031019483917938,-3.38308330590427
"PPID__1398",-0.872085326994299,24.4881069542236,-3.0437424792602,0.00748055779708719,0.031092852828351,-3.38722910756591
"MCFD2__1712",2.37728190904797,25.7763121869923,3.04233478813794,0.00750291273084742,0.0311263693862584,-3.39012422874397
"SRSF9__1434",-0.293462106088448,25.9611253539588,-3.03891876098552,0.00755743301989429,0.0312929450899805,-3.39714822683337
"SPTBN2__471",-0.678016233134077,23.4282618579591,-3.03261740086745,0.00765902124935648,0.0316534122980995,-3.41009919820919
"SSR1__153",2.15440046281967,24.6808824628856,3.03022347562785,0.00769796394157367,0.0316725159502336,-3.41501736331156
"PPP2R5D__1504",-0.761881331291036,24.1836671347021,-3.03013744973636,0.00769936694480216,0.0316725159502336,-3.41519407750591
"NUCB2;Nucb2__9",1.19678679532598,23.7385443936734,3.02965317264296,0.00770726972159035,0.0316725159502336,-3.41618885191577
"SF3A3__1414",-0.230502101296839,25.8998667325796,-3.02865405042482,0.00772359915214562,0.0316798473698176,-3.41824104945825
"MKI67__1064",-0.733408235525051,23.9766109521807,-3.02520099858931,0.00778029570682067,0.0318524136267959,-3.42533213953395
"HIST1H3A__1327",-0.58358999614439,32.9051781606099,-3.01685259491167,0.00791905482949117,0.032320153307902,-3.44246664742955
"DFNA5__529",0.915008245900506,24.3069291593894,3.01654430534129,0.0079242249157115,0.032320153307902,-3.4430991302048
"PPT1__130",-0.92657008437569,25.3262104172552,-3.00567292065008,0.00810866216506578,0.033010591019651,-3.46539078785137
"PDS5A__1576",-0.836484027502966,24.0434360577795,-3.00256366817898,0.00816217781418473,0.033166461341967,-3.47176198323539
"PARK7__1846",-0.192220972636981,28.6539112958764,-2.99970875367617,0.00821161922651021,0.0333052265834995,-3.47761031855041
"ADSL__113",-0.544494401834402,24.41167214428,-2.99755283183533,0.00824914897893169,0.0333952536730729,-3.48202567836213
"EML4__1962",-0.630231130196506,25.9780463093231,-2.99136464806729,0.00835780300367801,0.0337189269507296,-3.49469399046364
"THUMPD1__2020",0.25185175151719,25.4393215659355,2.99040951412572,0.00837469739427791,0.0337189269507296,-3.4966486322565
"SNRPD2__1270",-0.271189864677577,28.0714041683887,-2.99036157971063,0.00837554613422622,0.0337189269507296,-3.49674672318128
"TPD52L2__505",0.291507997764416,26.3649565785105,2.98911045583679,0.00839772856474011,0.0337458539003763,-3.49930680490075
"ADI1__1892",-0.332367180330849,25.491563804461,-2.97893528085243,0.00858027410268154,0.0344159060693193,-3.52011569437469
"SMC2__615",-0.979183690032279,24.2811593430001,-2.97450257184856,0.00866100223223129,0.0346758508488966,-3.52917424617306
"MTA2__597",-0.346190084602689,25.122248024287,-2.97061875750952,0.00873234183085652,0.0348973220323037,-3.53710776309596
"NCSTN__1748",0.394349703328782,24.1448765826774,2.95760482965361,0.00897558402983666,0.03580370332781,-3.56366860270307
"EPS15L1__414",-1.04323563456105,24.1172772443501,-2.95445077161892,0.00903552221783948,0.0359769056498252,-3.57010054341236
"IPO7__617",-0.321055202188091,26.4026649651533,-2.94881215760309,0.00914364794574284,0.0363409949376422,-3.58159388869489
"LGALS3BP__1397",0.954903135983827,24.1852584464429,2.94466395765533,0.0092239964269029,0.0365935595952541,-3.5900449605862
"COPG1__2165",0.380867877703654,25.5040250084494,2.93475718039809,0.00941867452782025,0.0372979511301682,-3.61021296543912
"MATR3__179",-0.274012197034541,27.8219133414555,-2.93266568336904,0.00946028246277547,0.0373947281377949,-3.61446808001224
"GFPT1__1386",0.806275210830023,24.6504080518711,2.93025432511032,0.00950847549813249,0.0375171370198054,-3.61937276711608
"DPP3__319",0.346459053175849,26.2326567326475,2.91903567670246,0.00973584558252614,0.0383447950790993,-3.64217470654421
"PFKM__144",-0.300589839011852,25.7092123126071,-2.91227833759245,0.00987533787369558,0.0388074419215303,-3.65589562883755
"GSR__642",0.426759825938262,25.9378215950707,2.911572902413,0.00989001165560493,0.0388074419215303,-3.65732744535707
"IGFBP2__840",0.83109564242034,23.6377547340391,2.91024271355649,0.00991773859793302,0.0388074419215303,-3.66002701791318
"PDLIM7__1988",0.768009274867619,25.3198272266792,2.90991483776458,0.00992458455018016,0.0388074419215303,-3.66069236990336
"MDK__290",1.42495612328446,23.8670448377039,2.89618831636836,0.0102153440772468,0.0398727946240924,-3.68852567523747
"XRCC6__788",-0.181516513526294,27.0268549726543,-2.89501339253119,0.0102406123627653,0.0398999172202196,-3.690906093964
"GALNT2__1404",0.705050356696059,24.1441156983874,2.8907207003121,0.0103334490132129,0.0401897356263886,-3.69960050116085
"MEMO1__2131",0.557040918593113,24.3235635320956,2.88701622316014,0.0104142205037081,0.040315183438095,-3.70710015498868
"HNRNPAB__239",-0.20703541980291,28.780377137742,-2.88651140571526,0.0104252747246889,0.040315183438095,-3.70812190615467
"SRRM2__2105",-0.217517098576824,26.3915351459752,-2.8859711879199,0.0104371167305556,0.040315183438095,-3.70921524284819
"PRPSAP1__1494",-0.756140938262671,23.9053442262343,-2.88584784970418,0.0104398222318289,0.040315183438095,-3.70946485535407
"RPL14__258",-0.253386245685103,28.5737156780943,-2.8850083777562,0.0104582546568061,0.040315183438095,-3.71116369002463
"DPYSL2__121",-0.320261327725685,28.824789718917,-2.88111446697272,0.0105441674900839,0.0404788200988012,-3.71904165262479
"ZC3HAV1L__1815",-0.627108372654362,24.5470889478501,-2.88045649607079,0.0105587519905672,0.0404788200988012,-3.72037248027011
"HIST1H2BL;HIST1H2BH;HIST1H2BN;HIST1H2BC;HIST1H2BD;HIST1H2BK;HIST2H2BF;HIST1H2BM;H2BFS__538",-0.520466231202391,33.2608578637139,-2.88043218959512,0.0105592911393696,0.0404788200988012,-3.72042164121023
"PSMC2__1005",0.298036936521985,26.7368563541624,2.87972247530454,0.0105750452875197,0.0404788200988012,-3.72185701001169
"MYBBP1A__1873",-0.180727553360835,25.0775734147542,-2.877926845267,0.0106150063052986,0.0405052552226584,-3.72548807906674
"PRPF8__1627",-0.320303401413636,26.0753123066405,-2.87774118947805,0.0106191463416611,0.0405052552226584,-3.72586346397711
"NPLOC4__1715",0.368110989138039,25.3509318521764,2.87355419201157,0.0107129312603011,0.040791545952685,-3.73432719507821
"ALDH18A1__1190",-0.211493340065179,25.5716949115668,-2.87271231772922,0.0107318851921713,0.0407924013063685,-3.73602849379013
"SNRNP40__1804",-0.327312193280026,25.4289552824358,-2.86877779221799,0.010820898763656,0.0409966975725108,-3.74397736995055
"CACYBP__1960",-0.326074965279695,27.4651977724903,-2.86867302484997,0.0108232787438906,0.0409966975725108,-3.74418898070124
"SUGP2__416",-1.18344519554913,23.954373202578,-2.86528490378244,0.0109005200932046,0.0412175916024299,-3.75103097050672
"PTGES3__35",-0.237513697362857,28.2069675571574,-2.85635621291965,0.0111066406478926,0.0419241998806068,-3.76904864142099
"SAE1__2046",-0.48196938201842,25.2436361035677,-2.8548850901007,0.0111409620746648,0.0419809954993426,-3.77201548209735
"MYO1B__277",-0.798838631604585,24.8694514749606,-2.84926102498788,0.0112731213144749,0.0424056273280247,-3.78335287583876
"TRAP1__1419",-0.502461979783682,25.3320638958594,-2.84723387058524,0.0113211283077212,0.0424816351140735,-3.78743750131614
"RCC1__849",-0.197069544581606,25.7946145165149,-2.84676176780671,0.0113323370070141,0.0424816351140735,-3.7883886255398
"MYL12A__393",0.489614049342787,28.3770640613937,2.84248370264914,0.0114343980368925,0.0427905823442471,-3.79700500292097
"CBFB__1469",1.22557770957353,24.4238847685408,2.83643048724358,0.0115803295836278,0.0432615159873573,-3.80918911517298
"RRP12__1602",-0.889323055239373,25.0634817429816,-2.83562162334515,0.0115999657192914,0.0432615159873573,-3.81081654892539
"TRIM25__1486",0.563848097002541,24.5348282427116,2.83415289243351,0.0116357032885627,0.0433206183974179,-3.81377122711275
"XAB2__1969",-0.588434437384976,22.9244258192228,-2.82630166533761,0.0118285550453996,0.0439634690936523,-3.82955676114625
"GNAI2__666",0.472276004130666,26.944331697063,2.82356433070332,0.0118965167743754,0.0441407385597778,-3.83505683413289
"SEPHS1__1120",0.219232645129484,24.6729976467142,2.82251554529606,0.0119226556063923,0.0441624896440858,-3.83716364799626
"SEPT11__243",-0.265986783579532,26.7096704442104,-2.8179769921337,0.0120364111168469,0.044508155199478,-3.84627761292286
"CSE1L__1194",-0.289960121150425,31.3927359394245,-2.81219513271979,0.0121828492550873,0.0449732977586104,-3.85788086673911
"ANP32A__348",-0.314934353964695,27.7240865621979,-2.80783890807594,0.012294315608469,0.0453079854403478,-3.86661758020972
"SNRPD1__1269",-0.341267752421309,27.624822903982,-2.80528040186088,0.0123602407679086,0.0454739939062582,-3.87174662067721
"RNPS1__353",-0.275968441920327,25.9350054052726,-2.80134132419382,0.0124624070977065,0.045772550858018,-3.87964006546652
"XPNPEP1__1987",0.465737657131669,24.5949482307368,2.79798427375939,0.0125501207780203,0.0459729386101899,-3.88636409526484
"HSD17B4__1145",-0.321875674056241,25.9569367517373,-2.79740079609686,0.0125654266725192,0.0459729386101899,-3.88753248431928
"CCAR2__1686",-0.29192787917264,26.170712580026,-2.79683484948996,0.0125802899043495,0.0459729386101899,-3.88866568543555
"CHAMP1__1826",-0.906594158787257,24.1356341617135,-2.79304077724607,0.0126803712622796,0.0462610529468091,-3.89626048987939
"EXOSC10__1359",-0.827322922011284,23.871014671049,-2.79134221781198,0.0127254250677612,0.0463477856146887,-3.89965939869157
"FERMT2__1787",-0.469998791355561,27.704764522313,-2.78791290101521,0.0128168579619736,0.0466028658450394,-3.90651939257615
"LYPLA2__616",0.335231599602022,26.6361486318937,2.78372252057047,0.0129294430982004,0.0469338784464673,-3.91489770977666
"PDAP1__1449",-0.218749312209805,26.9632285514161,-2.78277521245735,0.012955026816465,0.0469484998440279,-3.9167911457299
"RBM8A__2161",-0.256052619231404,26.7136435687932,-2.77388236365611,0.0131975862625652,0.0477081972865988,-3.93455441675547
"SNW1__1457",-0.929066457803302,24.3583137993536,-2.77348712048901,0.0132084678438104,0.0477081972865988,-3.93534342853276
"RPL38__1309",-0.212232612503662,28.5213547194786,-2.75870060904001,0.013621831380427,0.0491197826929966,-3.9648318101777
"RRP1B__1500",-0.836922184225468,23.695110223235,-2.75777880018937,0.0136480095375089,0.0491328343350322,-3.96666823873259
"RPS25__1283",-0.203025672377432,29.0910096515963,-2.75466301713231,0.0137368528320401,0.0493045644013015,-3.97287383202562
"UBE2I__182",-0.260220542130757,26.8792426654219,-2.75451848804188,0.0137409874157897,0.0493045644013015,-3.97316162266999
"DPF2__1762",-0.228673559635801,24.1059072295052,-2.75148146181142,0.0138281461332051,0.0495356945363826,-3.97920775023852
"RFC5__1034",-0.662527873668651,23.3030957990325,-2.73826712369719,0.0142136151627971,0.0508297499575392,-4.0054860861791
