protein,pvalue,log2FC,adj_pvalue
NOL6,0.5121261680615198,0.07421476286898354,0.6997558306386387
SFXN3,0.3844371557462338,0.12361556236517401,0.5888214663961302
GSN,0.465823538393342,0.13094957278778452,0.6639814572124993
EXOC7,0.25159301185809935,0.34508043629996976,0.45324200151111693
FHL2,0.0041122329850181725,1.3546236172482011,0.04013049183266028
ATP1A3,0.42976496036511636,0.5491022896990962,0.6322404988626492
WDR36,0.1762670608637471,-0.5966659130901277,0.36482177279741806
ILK,0.3206711090603098,0.43295171910822816,0.5229817354378661
TTN,0.19670967239487364,1.4585678896655025,0.38842580822849937
TMED7;TMED7-TICAM2,0.017817705355839007,0.4229912923296837,0.09488254832522582
CORO7-PAM16;CORO7,0.45270638806471036,0.306696365497686,0.6516817668241501
SRSF7,0.0599895995273449,-0.6094854602581989,0.18826707171550028
DAD1,0.297940562687379,-0.6974656645557786,0.5026448842239438
PWP2,0.3289715423021501,-0.3789309530272078,0.5311341876457248
CYP51A1,0.0727364895468611,0.27820055726380133,0.20872210043881878
SET;SETSIP,0.0071062582894338274,-0.4418517021430546,0.055079824036963966
NELFA,0.10551769558601987,-0.3576525302191982,0.263315090679397
RPSA,0.030097292771425616,-0.37599950668505855,0.12337405125912818
ABI2,0.07245501371174537,-0.14683233901565984,0.2086481807447563
ARL6IP4,0.41710015506942677,-0.36318696063262834,0.6205219520090243
DDX46,0.041235926739661144,-0.19076887244223428,0.1499363079114891
ECI2,0.15814924276369177,0.8497716987259061,0.34137442019819747
CAST,0.00038612056002842413,0.4867910263784836,0.008409705797419079
CHD4,0.05821551663332217,-0.5834632578065282,0.18564186709718256
CD276,0.26225726477994105,0.7380733265352042,0.46291513352436076
GIT1,0.6878350762720933,-0.09038617874890065,0.8220052511948038
CAPNS1,0.0002496656340309568,0.6318023503134675,0.006362459531266222
RPRD1A,0.0016064182530519172,-0.7718452312217217,0.021464901565319484
DDOST,2.8606583323059367e-05,0.3378906734283298,0.0021934003182678677
CDK11B;CDK11A,0.5737593859513432,-0.21795475788500696,0.7416308264700449
DDX3X;DDX3Y,0.8065470961055965,0.032797364886942404,0.896254885366321
SPTAN1,0.26465908963755763,-0.8175904927972439,0.46523607524665095
ARFGAP2,0.7452648122827391,0.0822600902941133,0.8588289741543946
DNM1,0.062058493816598316,-0.6662982809559885,0.19172113408872501
HADH,0.007436259268271513,-0.45091545166354763,0.0572302921777221
OGDH,0.04702726615155371,1.271030957223605,0.1638806170849344
STXBP1,0.08778179408041342,0.5305025439171516,0.23545412254573947
PHF6,5.919713524933603e-05,-0.40173516096222883,0.003392930541396154
